Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung GT-I9100P; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-P585; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-A105FN; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/12.1.0 (Xiaomi laurus; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-G950W; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SHW-M190S; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Google skywalker; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SCV42; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-G3812B; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SAMSUNG-SM-G925A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SGH-M919; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-J510S; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung GT-S7275Y; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.0.0 (Google Pixel 4; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SC-54F; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/12.5.2 (Tecno TECNO-Y5; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.4.1 (OnePlus CPH2493; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-N910K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-G313HZ; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SGH-S970G; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/12.1.0 (Tecno TECNO L9; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung GT-I8262; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung GT-I8552; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.2.1 (Tecno TECNO BB2; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SHV-E310K; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/12.1.0 (Xiaomi MiTV-MOOR0; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-A042F; Android 12; SDK 32; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-M225FV; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung GT-S5310C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-X216C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-E500H; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung GT-S5310C; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-S9010; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-N910U; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-P619; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.4.1 (Xiaomi MI 3W; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/11.7.0 (Xiaomi HM 2A; Android 16; SDK 36; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.120 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-A536N; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-G900I; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.6.1 (Tecno TECNO KM5s; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-G130HN; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-S948B; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.3.0 (Xiaomi 2107119DC; Android 16; SDK 36; MEDIUM)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.3.0 (OnePlus AC2001; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (OnePlus OPD2504; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-T638B; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-L705F; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.95 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SCG16; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-T537R4; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-G781U1; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-G750H; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-G950W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-R860; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.134 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-G781B; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SCH-R740C; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-N910H; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 11; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.60 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SCH-R760; Android 11; SDK 30; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-M205G; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-G925P; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung GT-I9080E; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SCV45; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-G9650; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/12.1.0 (Tecno TECNO CL7s; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-A515W; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-G3509I; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.5.2 (Xiaomi 24129PN74C; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-M515F; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-S777C; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-L505N; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.5.3 (Samsung SM-A5360; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-S327VL; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-N935K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-A376U1; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-N900R4; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-A310N0; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung GT-P3110; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 11; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/11.6.1 (Tecno TECNO KG5j; Android 11; SDK 30; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-T285; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SAMSUNG-SM-G925A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-T210R; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.3.0 (Xiaomi 21091116UI; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.79 Mobile Safari/537.36 Telegram-Android/11.7.0 (Google Chromecast HD; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-J737T; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-A320FL; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/11.7.0 (Samsung SM-A505G; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-A166M; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-A065M; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-J737U; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-J700H; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.3.0 (Samsung SM-S926N; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-F707W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung GT-I9305N; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-T230NY; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 11; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-X207; Android 11; SDK 30; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-S326DL; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.101 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-R875U; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.135 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung GT-S6500T; Android 15; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.6.1 (Tecno TECNO KI7s; Android 12; SDK 32; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-A300X; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.75 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SC-55C; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-S9010; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/12.2.1 (Tecno TECNO BC3; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-N9600; Android 15; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/12.5.2 (OnePlus PJF110; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SC-02D; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.1.0 (Xiaomi 22081281AC; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.6834.163 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung GT-I9305T; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/11.8.1 (Tecno TECNO KE5; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.78 Mobile Safari/537.36 Telegram-Android/12.2.1 (Samsung SM-A510XZ; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.99 Mobile Safari/537.36 Telegram-Android/11.6.1 (Samsung SM-S931W; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.112 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SC-42A; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.135 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung SM-A145P; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.111 Mobile Safari/537.36 Telegram-Android/12.2.1 (Tecno TECNO LH8n; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6635.90 Mobile Safari/537.36 Telegram-Android/12.0.0 (Samsung SM-A226B; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.4.1 (Samsung SM-G920R4; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36 Telegram-Android/12.1.0 (Samsung SM-E625F; Android 16; SDK 36; HIGH)
Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.100 Mobile Safari/537.36 Telegram-Android/12.5.2 (Samsung SM-N910F; Android 12; SDK 32; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.5.2 (OnePlus NE2210; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6667.121 Mobile Safari/537.36 Telegram-Android/12.2.1 (Xiaomi 2014011; Android 16; SDK 36; MEDIUM)
Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.6943.121 Mobile Safari/537.36 Telegram-Android/11.8.1 (Samsung GT-I9195; Android 15; SDK 35; HIGH)
